action_norm_max_to_goal,action_norm_mean_to_goal,category,dataset,episode,eval_index,global_idx,goal_idx,goal_observation_dist,goal_pos_dist_max,goal_pos_dist_mean,goal_pos_dist_sum,goal_qpos_dist,goal_quat_dist_max,goal_quat_dist_mean,k1_success,k4_success,latent_mse_best,latent_mse_improvement_abs,latent_mse_improvement_rel,latent_mse_k1,latent_mse_k4,latent_oracle_depth_2pct,residual_max,residual_mean_k1,residual_mean_k4,seed,start_block_pairwise_mean,start_block_pairwise_min,start_step
1.4508512480633995,0.9470930281001579,easy_both_success,cube_triple_rel00005_current,191,0,191630,191655,0.0,4.2146848510894035e-08,1.4048949503631345e-08,4.2146848510894035e-08,0.34937624141609563,4.898997313688406e-08,1.675221956048284e-08,True,True,0.0011587387416511774,7.471535354852676e-07,0.0006443834863603115,0.0011594858951866627,0.0011587387416511774,1,2.507744056856609e-08,2.507744056856609e-08,0.0,42,0.3314561261087053,0.04021269639784438,439
1.2504389930409454,0.9024771031731709,easy_both_success,cube_triple_rel00005_current,203,1,203944,203969,0.0,0.1155900931761634,0.03963092546953218,0.11889277640859654,0.3793475011148474,0.05834453735410896,0.032746206084329654,True,True,0.006377558223903179,-1.4901161193847656e-08,-2.3364993921859423e-06,0.006377558223903179,0.006377573125064373,1,3.67922414756805e-10,3.67922414756805e-10,0.0,42,0.33744945232079937,0.05314671048963073,741
1.492413201553291,0.8467540733237628,hard_both_fail,cube_triple_rel00005_current,257,2,258070,258095,0.0,0.25059490047615973,0.08361214897978714,0.2508364469393614,1.2828597122770307,0.0530818042894503,0.01850803492798563,False,False,0.0014673782279714942,3.4924596548080444e-10,2.3800672011020652e-07,0.0014673785772174597,0.0014673782279714942,1,1.383461227522087e-11,1.383461227522087e-11,0.0,42,0.28090016856426475,0.04012215351610417,813
1.319457545449036,0.884294150567602,hard_both_fail,cube_triple_rel00005_current,267,3,267997,268022,0.0,0.3060884775811505,0.10204649601591982,0.3061394880477595,1.2823309984871325,0.06528728041434709,0.02186763294961713,False,False,0.002131884451955557,0.0,0.0,0.002131884451955557,0.002131884451955557,1,1.9763569253372637e-11,1.9763569253372637e-11,0.0,42,0.1521177050066109,0.04051850714977484,730
1.4491252447535352,0.9094734739039859,easy_both_success,cube_triple_rel00005_current,276,4,276672,276697,0.0,0.34023850185926396,0.11341287727265986,0.3402386318179796,1.168524737883468,0.24620029114855385,0.08206683720682646,True,True,0.0010603806003928185,-5.052541382610798e-06,-0.004764837678521872,0.0010603806003928185,0.0010654331417754292,1,3.5552437793739955e-07,6.199470448109423e-08,3.0733509959190997e-08,42,0.1900421675003631,0.04165925081992012,396
1.7441608970026965,1.0953126109460711,easy_both_success,cube_triple_rel00005_current,282,5,282797,282822,0.0,8.429369702178807e-08,4.891364724960145e-08,1.4674094174880436e-07,0.7205818020808977,4.541891371724788e-07,1.696974329046841e-07,True,True,0.0021334378980100155,4.833564162254333e-07,0.0002265108923893422,0.002133921254426241,0.0021334378980100155,1,2.2728345072664524e-07,2.81956893388724e-08,6.1679061519067655e-18,42,0.1973397715387304,0.04039002938673534,515
1.4823522838235983,0.7336848267321703,hard_both_fail,cube_triple_rel00005_current,384,6,384712,384737,0.0,0.031502982625481186,0.012139313757119205,0.03641794127135761,1.200974323717689,0.14720025109665436,0.09707206525894962,False,False,0.0045214928686618805,-3.725290298461914e-09,-8.239071576099377e-07,0.0045214928686618805,0.004521496593952179,1,1.3047549152211957e-10,1.3047549152211957e-10,0.0,42,0.3829369557399984,0.07145304408411736,328
1.4474134508206187,1.2045345186455716,easy_both_success,cube_triple_rel00005_current,495,7,496164,496189,0.0,0.25647808353942125,0.08549269451314041,0.25647808353942125,2.1450449630556445,0.6438181739751048,0.2146060579917016,True,True,0.008671504445374012,-1.862645149230957e-09,-2.1480069278823066e-07,0.008671504445374012,0.008671506308019161,1,1.1669517782642025e-11,1.1669517782642025e-11,0.0,42,0.2606349947598376,0.19793363053005072,669
1.143545557067345,0.7800139952462237,easy_both_success,cube_triple_rel00005_current,547,8,548175,548200,0.0,0.003657162882098011,0.0012190542940326704,0.003657162882098011,1.4061540138577244,0.004692348791683102,0.0015641162638943818,True,True,0.0016814589034765959,-2.3562461137771606e-05,-0.014013106003403664,0.0016814589034765959,0.0017050213646143675,1,5.332342993824568e-07,2.2912257691132254e-07,2.3190381559512474e-10,42,0.18424282482156515,0.10883950542627545,628
1.3260531531282167,1.069318658465946,easy_both_success,cube_triple_rel00005_current,604,9,604994,605019,0.0,0.213004115789137,0.07100137255059405,0.21300411765178215,0.663729936204917,0.03903823086545821,0.013012755985493974,True,True,0.0018891922663897276,-3.100023604929447e-06,-0.0016409254167228937,0.0018891922663897276,0.001892292289994657,1,1.0268986727623997e-07,1.0268986727623997e-07,0.0,42,0.17360220502054044,0.14057131567517428,390
