action_norm_max_to_goal,action_norm_mean_to_goal,category,dataset,episode,eval_index,global_idx,goal_idx,goal_observation_dist,goal_qpos_dist,k1_success,k4_success,latent_mse_best,latent_mse_improvement_abs,latent_mse_improvement_rel,latent_mse_k1,latent_mse_k4,latent_oracle_depth_2pct,residual_max,residual_mean_k1,residual_mean_k4,seed,start_step
1.3091712035820204,0.7412349894878827,easy_both_success,reacher_rel00005_current,638,0,128267,128292,7.2447728677463825,0.4746665832306533,True,True,0.009174885228276253,-1.1641532182693481e-07,-1.2688476999755949e-05,0.009174885228276253,0.00917500164359808,1,0.009035531431436539,0.009035531431436539,0.0,42,29
1.3581095964279315,0.7747438561641827,easy_both_success,reacher_rel00005_current,679,1,136513,136538,2.029410144990356,0.3245269422752846,True,True,0.012121940962970257,1.3476237654685974e-06,0.00011115991947008297,0.012123288586735725,0.012121940962970257,1,0.008992641232907772,0.008992641232907772,2.4093383405885803e-20,42,34
1.1904316164061506,0.7770238333368843,easy_both_success,reacher_rel00005_current,859,2,172735,172760,2.695742798450817,0.3514784771309338,True,True,0.01448297780007124,9.164214134216309e-06,0.0006323574343696237,0.014492142014205456,0.01448297780007124,1,0.06014988571405411,0.06014988571405411,0.0,42,76
1.2027145259461125,0.7054736488668445,easy_both_success,reacher_rel00005_current,892,3,179377,179402,5.436183120790204,0.5298003442549614,True,True,0.04469166696071625,-1.1175870895385742e-08,-2.500661082649458e-07,0.04469166696071625,0.04469167813658714,1,0.02300451323390007,0.02300451323390007,0.0,42,85
1.1982286912095985,0.8125844694952251,easy_both_success,reacher_rel00005_current,921,4,185182,185207,5.574129070141679,0.46476047252502684,True,True,0.08032096922397614,1.4424324035644531e-05,0.00017955119255930185,0.08033543825149536,0.08032101392745972,1,0.041279297322034836,0.041279297322034836,2.7424055390403053e-15,42,61
1.1582419745726698,0.7261231582167805,easy_both_success,reacher_rel00005_current,941,5,189273,189298,4.764575601111185,0.6305542200160927,True,True,0.004346269182860851,1.0328367352485657e-06,0.00023758108727633953,0.0043473020195961,0.004346269182860851,1,0.01584145426750183,0.01584145426750183,0.0,42,132
1.3398342738243665,0.774884672397199,easy_both_success,reacher_rel00005_current,1281,6,257500,257525,9.031608575073047,1.3600251217617982,True,True,0.054384954273700714,3.4011900424957275e-06,6.253517494769767e-05,0.05438843369483948,0.05438503250479698,1,0.026787366718053818,0.026787366718053818,1.7964048122425593e-16,42,19
1.1768409041441839,0.8492475938755465,hard_both_fail,reacher_rel00005_current,1652,7,332101,332126,5.8125150639565915,0.468258511485136,False,False,0.02924281172454357,-2.1792948246002197e-07,-7.452411864505848e-06,0.02924281172454357,0.02924302965402603,1,0.02212168276309967,0.02212168276309967,0.0,42,49
1.351298807831291,0.7363170434447106,depth_helped_k1_fail_k4_success,reacher_rel00005_current,1825,8,366907,366932,2.805806850948661,0.6990773836760826,False,True,0.09760287404060364,1.8104910850524902e-06,1.8549222659203224e-05,0.09760468453168869,0.09760287404060364,1,0.026907553896307945,0.026907553896307945,0.0,42,82
1.115612100679873,0.7126463714536654,hard_both_fail,reacher_rel00005_current,2014,9,404927,404952,6.024135708114772,0.8646813637515204,False,False,0.03695332258939743,-2.2351741790771484e-08,-6.048641694178514e-07,0.03695332258939743,0.03695334494113922,1,0.03360724449157715,0.03360724449157715,0.0,42,113
1.3126273811403621,0.6592622503091734,easy_both_success,reacher_rel00005_current,2272,10,456735,456760,1.9207237119375036,1.050323917535338,True,True,0.0174680445343256,2.0675361156463623e-07,1.18359648695332e-05,0.017468251287937164,0.0174680445343256,1,0.026091571897268295,0.026091571897268295,0.0,42,63
1.0636039937071189,0.7493559667989571,easy_both_success,reacher_rel00005_current,2767,11,556268,556293,3.285967880049845,0.09361792003506911,True,True,0.013459701091051102,-5.613639950752258e-05,-0.004170701839029789,0.013459701091051102,0.013515837490558624,1,0.025298193097114563,0.025298193097114563,9.541597451923935e-16,42,101
1.3576162810799461,0.6615921827538251,easy_both_success,reacher_rel00005_current,3545,12,712588,712613,0.8886825876519856,0.6905915050591592,True,True,0.006212650798261166,1.0626856237649918e-05,0.001707597984932363,0.0062232776544988155,0.006212650798261166,1,0.03234754502773285,0.03234754502773285,1.3234889800848443e-23,42,43
1.2293959985526257,0.7414051859813755,easy_both_success,reacher_rel00005_current,3707,13,745268,745293,2.2242005120237747,0.3904889556075387,True,True,0.005751887336373329,-1.9459985196590424e-06,-0.000338323472533375,0.005751887336373329,0.005753833334892988,1,0.01316937804222107,0.01316937804222107,1.6653497570610058e-16,42,161
1.129674281519628,0.6329889059656059,easy_both_success,reacher_rel00005_current,4024,14,808839,808864,3.1800091846953276,0.7046967351440584,True,True,0.008387934416532516,-3.725290298461914e-08,-4.441248620423721e-06,0.008387934416532516,0.008387971669435501,1,0.023660466074943542,0.023660466074943542,0.0,42,15
1.2697263227700395,0.765040875130645,easy_both_success,reacher_rel00005_current,4330,15,870336,870361,5.174251099455178,0.22351638470921567,True,True,0.0025490736588835716,-2.7008354663848877e-08,-1.0595360436127521e-05,0.0025490736588835716,0.0025491006672382355,1,0.013997531495988369,0.013997531495988369,9.787937069225625e-20,42,6
1.344659651678288,0.6999343788818944,easy_both_success,reacher_rel00005_current,4388,16,882105,882130,4.46845457413782,0.9998562844072403,True,True,0.007046899758279324,6.2854960560798645e-06,0.0008911570766940713,0.0070531852543354034,0.007046899758279324,1,0.09557004272937775,0.09557004272937775,8.19174993148617e-18,42,117
1.4065425308117467,0.8271245549701238,depth_helped_k1_fail_k4_success,reacher_rel00005_current,4434,17,891249,891274,3.775240694451734,1.4731634901102433,False,True,0.0070739807561039925,-5.94649463891983e-07,-8.406150300288573e-05,0.0070739807561039925,0.0070745754055678844,1,0.13794450461864471,0.13794450461864471,0.0,42,15
1.274690960516872,0.7170188145469943,hard_both_fail,reacher_rel00005_current,4456,18,895808,895833,3.3418987472743997,0.5148420059025439,False,False,0.05404229089617729,2.0563602447509766e-06,3.8049496652092785e-05,0.05404434725642204,0.05404229089617729,1,0.04871274158358574,0.04871274158358574,0.0,42,152
1.2246208093278461,0.7040900176613394,easy_both_success,reacher_rel00005_current,4503,19,905240,905265,6.419067600482659,0.7572074123836178,True,True,0.01124485395848751,1.2479722499847412e-07,1.1098039976786822e-05,0.01124497875571251,0.01124485395848751,1,0.02687867358326912,0.02687867358326912,0.0,42,137
1.338153761149188,0.8193525257305229,hard_both_fail,reacher_rel00005_current,4504,20,905399,905424,5.21486285395621,0.6199613855125344,False,False,0.038163743913173676,-3.203749656677246e-07,-8.394747055717744e-06,0.038163743913173676,0.03816406428813934,1,0.029430260881781578,0.029430260881781578,0.0,42,95
